street,sic_name,employees,Longitude,Latitude,firstyear,lastyear
66 Illinois Ave,Fabricated Metal Products,0-49,-71.43996853,41.74073297,1979,1986
5 Apple Blossom Ln,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.59801992,41.67848888,2010,2010
213 Robinson St,Primary Metal Industries,0-49,-71.49762478,41.43861323,2008,2008
18 Cedar Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42106538,41.82448309,1986,2010
231 Elm Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43395771,41.75034548,1994,2008
903 Manton Avenue,Primary Metal Industries,0-49,-71.46695535,41.83398975,1994,1998
1112 Main Street,Rubber & Miscellaneous Plastic Products,0-49,-71.52245142,41.70873434,1991,2010
4 Industrial Way,Fabricated Metal Products,0-49,-71.36437932,41.78156312,1971,2012
595 Charles Street,Food & Kindred Products,NA,-71.42021722,41.85239257,1986,1986
124 Gansett Avenue Cranston,"Electronics, Electrical Equipment & Components",0-49,-71.45606854,41.78640854,1988,1988
55 Electronics Dr,Textile Mill Products,0-49,-71.43948146,41.75395294,2008,2008
60 Jefferson Park Rd,Primary Metal Industries,50-99,-71.43456118,41.75354014,2008,2010
43 Jefferson Blvd,Precision Machinery,0-49,-71.435014,41.75181323,2008,2012
120 Brownlee Blvd Unil1,Industrial & Commercial Machinery,NA,-71.45238612,41.70126597,2008,2012
165 Coffage Sheei,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.37447715,41.88205676,1971,1971
602 Ten Rod Rd,Fabricated Metal Products,0-49,-71.48437663,41.57260546,1986,1988
65 Centerville Rd,Transportation Equipment,NA,-71.46218611,41.69855233,1979,2008
1213 Plaintield Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47437435,41.79848473,1969,1991
200 First Avenue,Leather & Leather Products,NA,-71.42125504,41.76656622,1983,1994
30 Anselmo Dr,"Printing, Publishing & Allied Industries",NA,-71.259342,41.61115457,1998,2008
52 Friends SI,"Printing, Publishing & Allied Industries",0-49,-71.24294608,41.58189241,2006,2008
90 Ardonne St,Fabricated Metal Products,0-49,-71.42683612,41.79103313,1961,1961
107 Lakeside Avenue,Fabricated Metal Products,0-49,-71.41836776,41.77105205,1963,1963
475 1 2 Thames Street,Transportation Equipment,0-49,-71.31549097,41.49377835,1994,1994
55 New England Way,"Printing, Publishing & Allied Industries",0-49,-71.46185085,41.69506098,1998,2012
920 Oaklawn Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47905358,41.74593796,1971,1983
39 Bellevue Ave,"Printing, Publishing & Allied Industries",0-49,-71.3091191,41.48672958,1998,2010
183 Burdick Dr,"Electronics, Electrical Equipment & Components",0-49,-71.48464709,41.73938837,2006,2006
22 Astral St,Industrial & Commercial Machinery,100-249,-71.41060194,41.73746559,2006,2010
2783 W Shore Rd Ofc,"Electronics, Electrical Equipment & Components",NA,-71.42104579,41.70388071,2008,2008
19 Locust Ave,Fabricated Metal Products,NA,-71.4527848,41.7012384,2006,2010
237 Front St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40970654,41.90406151,1983,1991
477 Thames Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.31441991,41.48011857,1994,2012
28 Maple Ave,Finished Products from Fabrics,0-49,-71.50143948,41.87627438,1991,2008
17 Hopkins Hill Rd,Petroleum Refining & Related Industries,0-49,-71.56865385,41.6817775,1986,1988
250 Circuit Dr,Precision Machinery,250-499,-71.43035,41.588087,2006,2012
11 Promfet Sheet Providence,"Stone, Clay, Glass & Concrete Products",0-49,-71.37069715,41.83033383,1988,1988
15 Friendship Ln,Rubber & Miscellaneous Plastic Products,NA,-71.50919006,41.89750823,2006,2010
5 Grandview St,Primary Metal Industries,NA,-71.54565223,41.66388113,1998,2012
175 Elk Dr,Transportation Equipment,NA,-71.13991298,41.63458885,2008,2008
92 Weybosset St,"Printing, Publishing & Allied Industries",NA,-71.41044829,41.82335248,1986,1986
290 Taunton Ave,"Printing, Publishing & Allied Industries",0-49,-71.3689727,41.82007629,2002,2012
108 Spruce St,Precision Machinery,NA,-71.42729302,41.8242991,1986,1986
39 Desoto Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43840877,41.82124657,1991,1994
160 Franklin Street Warren,Industrial & Commercial Machinery,0-49,-71.27417513,41.72571437,1988,1998
1115 Central Avenue,Industrial & Commercial Machinery,0-49,-71.34223495,41.89055315,1961,1963
1635 Warwick Avenue,Furniture & Fixtures,0-49,-71.40675111,41.73174642,1979,1998
222 Main St,"Printing, Publishing & Allied Industries",0-49,-71.45485286,41.6539663,1981,1988
1999 Plaintield Pike,"Printing, Publishing & Allied Industries",0-49,-71.51624928,41.78865663,2008,2008
2000 South County Trail,"Electronics, Electrical Equipment & Components",100-249,-71.49532193,41.64452404,1981,1994
20 J Medeiros Way,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.34615462,41.81420245,1986,2012
44 Petteys Avenue,Rubber & Miscellaneous Plastic Products,NA,-71.46056767,41.81464305,1994,1998
464 Potters Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42407888,41.80150127,1979,1988
31 Hazard Ave,Transportation Equipment,0-49,-71.43554079,41.54754471,1979,1994
27 Woodland Dr,"Electronics, Electrical Equipment & Components",0-49,-71.26252414,41.54117228,1986,1988
300 Armistice Blvd,Fabricated Metal Products,0-49,-71.36352153,41.88035929,1979,1998
770 Douglas Tpke,Rubber & Miscellaneous Plastic Products,50-99,-71.61648653,41.98112752,1998,1998
182 Potter Hill Rd,Furniture & Fixtures,0-49,-71.79937481,41.41353052,2008,2008
365 Waterman Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.36485008,41.81898612,1961,1963
49 Freeway Drive,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44775052,41.75092081,1981,1994
Whipple Lane,Furniture & Fixtures,0-49,-71.5513099,41.87116413,1979,1991
214 High St,"Electronics, Electrical Equipment & Components",0-49,-71.50251807,41.44277349,2006,2008
1790 Warwick Ave,Precision Machinery,0-49,-71.40577884,41.7278846,2008,2010
380H Jefferson Blvd,Furniture & Fixtures,0-49,-71.4399069,41.73705592,1994,1994
2 Richmond Square,Precision Machinery,50-99,-71.38140729,41.82749846,1994,2006
1505 South County Trail,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4972509,41.65546261,1983,1994
1700 Westminster Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43765867,41.81578857,1959,1963
1162 Westminster Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43718383,41.81581234,1967,1969
5 Burnside St,Industrial & Commercial Machinery,0-49,-71.27295976,41.66333647,1979,1979
141 Valley Street Providence,Rubber & Miscellaneous Plastic Products,0-49,-71.44023242,41.82067151,1991,1991
FAX 401 946 4680 160 Burnside St,Rubber & Miscellaneous Plastic Products,0-49,-71.43816867,41.78419441,1998,1998
40 Technology Way,Textile Mill Products,NA,-71.5717108,41.65892033,1994,2008
774 Hartford Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.47115318,41.8196446,1979,1986
879 Waterman Avenue,"Printing, Publishing & Allied Industries",NA,-71.348483,41.81172054,1986,1988
89 Valley Street,"Printing, Publishing & Allied Industries",0-49,-71.38198521,41.82059675,1981,1998
22 Knight Street,Primary Metal Industries,0-49,-71.43231019,41.8234906,1967,1967
26 Lark Industrial Pkwy,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.534809,41.865179,1979,2012
1 Worthington Road,"Printing, Publishing & Allied Industries",0-49,-71.44710174,41.75229754,1971,1973
420 Lincoln Ave 463 7150,Chemicals & Allied Products,0-49,-71.43901792,41.74534285,1975,1981
1 Energy Way West Warwick,"Stone, Clay, Glass & Concrete Products",100-249,-71.51562337,41.66607866,1988,1994
15 Enterprise Ln A,Industrial & Commercial Machinery,NA,-71.53975728,41.88566807,2002,2012
1021 Waterman Ave,"Printing, Publishing & Allied Industries",0-49,-71.34271436,41.80933079,1979,1983
487 Carpenter Ln,Paper & Allied Products,NA,-71.44507864,41.50679718,2008,2008
960 Broad St 467 2838,Primary Metal Industries,0-49,-71.41466317,41.79830981,1975,1975
108 Chester Ave 1,Chemicals & Allied Products,NA,-71.41786382,41.8067492,2008,2008
1500 Oaklawn Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47705447,41.73237924,1986,1998
NA,Food & Kindred Products,NA,-71.41286482,41.68628049,1994,2006
161 Atwells Ave,Food & Kindred Products,0-49,-71.42353001,41.82341794,1953,1961
35 Walts Way,Food & Kindred Products,0-49,-71.47681985,41.42881846,1994,2002
225 Hopkins Hill Rd,Industrial & Commercial Machinery,0-49,-71.56753354,41.67228876,1979,2008
16 Cumberland Street,Leather & Leather Products,0-49,-71.50346354,42.00859289,1963,1963
65 Patterson Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40160522,41.86478253,1971,2002
21 Douglas Ave,"Electronics, Electrical Equipment & Components",100-249,-71.41673,41.83498226,2008,2010
165 Manton Avenue,Industrial & Commercial Machinery,0-49,-71.44655781,41.81991791,1969,1969
NA,Fabricated Metal Products,0-49,-71.40680219,41.80750597,1969,1969
NA,Primary Metal Industries,0-49,-71.48479812,41.85030719,1979,1979
280 Broadway,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42682385,41.82034698,1971,2012
2503 E Main Rd,Food & Kindred Products,0-49,-71.25117885,41.59769195,2008,2008
222 Kernel Hwy,Fabricated Metal Products,0-49,-71.31390522,41.48609102,2010,2010
204 Gooding Avenue Bristol,Furniture & Fixtures,0-49,-71.26668916,41.69396008,1988,1988
530 We11ington Ave 1,Chemicals & Allied Products,NA,-71.426844,41.773548,2002,2008
33 Mt Pleasant Street,Rubber & Miscellaneous Plastic Products,0-49,-71.3854551,41.87463496,1971,1975
888 Eddy Street 781 4477,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.40676031,41.80366877,1975,1975
878 Black Plain Rd,Primary Metal Industries,NA,-71.56080898,41.95676241,2008,2010
5 Miller St,"Printing, Publishing & Allied Industries",NA,-71.2829726,41.73110031,1986,1986
647 Oaklawn Ave,Leather & Leather Products,0-49,-71.47614766,41.75549654,2002,2002
288 Long Hwy,Fabricated Metal Products,0-49,-71.15202635,41.52843325,2010,2010
331 Atwells Avenue,Industrial & Commercial Machinery,NA,-71.42870169,41.82380547,1969,1969
80 Hathaway St 1,Fabricated Metal Products,0-49,-71.42295127,41.77704874,1979,2010
932 Atwells Ave,Food & Kindred Products,0-49,-71.44849849,41.82501226,1953,1983
295 Beverage Hill Avenue,Fabricated Metal Products,NA,-71.3633256,41.86072785,1953,1991
303 Third Ave,Food & Kindred Products,0-49,-71.52811064,42.00250229,1953,1961
200 Scenic View Dr,"Electronics, Electrical Equipment & Components",0-49,-71.46782,41.994478,1998,2012
35 37 Rathbun Street,Food & Kindred Products,NA,-71.50371826,42.00918456,1959,1975
125 Sutton Street,Food & Kindred Products,NA,-71.42818405,41.82156319,1961,1998
10 Rosario Drive,Food & Kindred Products,50-99,-71.46173905,41.80606484,1981,1994
2 Quality Dr,Food & Kindred Products,100-249,-71.47712005,41.92895904,2002,2012
210 Pocasset Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45500267,41.80932705,1971,1973
12 Friends St,Chemicals & Allied Products,100-249,-71.44755689,41.57370309,2012,2012
104 Bertha Avenue,Food & Kindred Products,NA,-71.49410054,41.98829047,1961,1975
100 Warwick Industrial Drive,"Printing, Publishing & Allied Industries",250-499,-71.42690829,41.71738364,1994,2012
238 East Main Road,"Printing, Publishing & Allied Industries",0-49,-71.29328736,41.51898657,1988,1994
678 High Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.38426236,41.88935979,1961,1975
287 Buliocks Point Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.36149871,41.77046166,1979,1998
20 Risho Ave at E,"Printing, Publishing & Allied Industries",0-49,-71.34538405,41.80056362,1998,2006
64 Spring St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.31263514,41.48949505,2008,2010
176 Washington Street,Lumber & Wood Products Except Furniture,NA,-71.39277485,41.89139346,1963,1994
18 Saint Mary St,Industrial & Commercial Machinery,50-99,-71.52345525,41.7042838,2008,2008
57 Blundell Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40468019,41.7989072,1961,1967
1557 1 2 Plainfield St,Precision Machinery,0-49,-71.64708644,41.83947271,1986,1986
850 Waterman Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.3499522,41.8126747,1986,1988
14 Risho Avenue East Providence,"Printing, Publishing & Allied Industries",0-49,-71.34462834,41.80114092,1991,1991
111 Middle St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45932,41.70555,2006,2010
58 Quartz Dr,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.81597544,41.39168455,2008,2010
1542 Main St,Leather & Leather Products,NA,-71.5209931,41.69156766,1979,1991
28 Payan St,Industrial & Commercial Machinery,0-49,-71.52620149,41.70756616,2008,2008
460 s Main St,"Electronics, Electrical Equipment & Components",NA,-71.52525375,41.99403997,2006,2010
28 Pelham St,"Printing, Publishing & Allied Industries",0-49,-71.31391862,41.48620486,2008,2010
816 Charles Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42171706,41.85882421,1979,1981
124 Academy Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44392003,41.82808107,1971,1979
65 Patterson Avenue,Fabricated Metal Products,0-49,-71.40150231,41.86488745,1971,2002
512 Old Baptist Road,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.48223985,41.60091108,1986,1986
Victory Highway West Greenwich,Fabricated Metal Products,50-99,-71.66732238,41.61318949,1988,1991
23 New England Way,Industrial & Commercial Machinery,0-49,-71.48054293,41.92946113,1979,1991
4 Ann And Hope Way,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.400687,41.912549,1998,1998
3086 Post Road,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45408947,41.70117186,1986,1991
90 Middle St,Precision Machinery,0-49,-71.3790916,41.88441308,1998,1998
93 Park PI,Precision Machinery,0-49,-71.38760022,41.87699677,2002,2002
1403i Douglas Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.45333098,41.86356269,1979,1979
or 13 m,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40946734,41.82804869,1973,1998
SIC 39 3 Vinyl lettered magnetic metal signs vehicle 6 Robin St,"Stone, Clay, Glass & Concrete Products",0-49,-71.46225534,41.69396625,2002,2002
329 King Rd,Fabricated Metal Products,0-49,-71.15592551,41.60174737,2012,2012
50 Holden St,Leather & Leather Products,0-49,-71.41931049,41.83000674,2008,2010
847 Weeden St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.4182436,41.87888106,1971,1988
942 Main Street,Textile Mill Products,NA,-71.39912146,41.86553606,1953,1961
190 Camp Street,Chemicals & Allied Products,0-49,-71.4023238,41.84367125,1959,1967
650 Ten Rod Road,"Electronics, Electrical Equipment & Components",0-49,-71.48542798,41.57330237,1979,1988
35 Carlsbad Street,Leather & Leather Products,0-49,-71.44745933,41.79644618,1983,2002
3 Poplar Cir,Leather & Leather Products,0-49,-71.45411207,41.75694279,2006,2006
31 Oakdale Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.46925875,41.82546186,1986,1988
591 Metacom Avenue Bristol,Food & Kindred Products,0-49,-71.26391269,41.69533054,1983,1994
175 Franklin St,Lumber & Wood Products Except Furniture,NA,-71.27040694,41.67517223,1979,1981
141 Naryganstt,Food & Kindred Products,50-99,-71.38953601,41.76039983,2006,2008
40 Central Street,Primary Metal Industries,0-49,-71.38329768,41.88641326,1979,1988
1 Wholesale Way,Precision Machinery,NA,-71.45242913,41.75274884,2002,2006
129 Brooks rde Avenue,Textile Mill Products,0-49,-71.40545411,41.75752249,1963,1963
104 Tiogue Avenue,Textile Mill Products,0-49,-71.53287137,41.6797487,1967,1967
1785 Cranston St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46563316,41.78073503,1998,1998
6657 Post Rd,Lumber & Wood Products Except Furniture,0-49,-71.45796883,41.61655037,1979,1986
1101 Park Ave,Lumber & Wood Products Except Furniture,0-49,-71.44685962,41.78280843,2002,2006
102 Westfield Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42649579,41.8101941,1961,1991
285 Canal St,Food & Kindred Products,0-49,-71.41091935,41.82970393,1953,1975
30 Cross St,Food & Kindred Products,0-49,-71.41636961,41.84017907,1979,1994
298 Blackstone St,"Stone, Clay, Glass & Concrete Products",0-49,-71.51768649,42.00662356,2006,2010
404 Roosevelt Avenue,Textile Mill Products,0-49,-71.38238965,41.88440834,1953,1973
80 Appleton Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.37359066,41.89176063,1953,1963
313 Taunton Ave 438 2494,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.36706726,41.82026396,1975,1975
NA,Fabricated Metal Products,0-49,-71.35983628,41.75814764,2006,2006
811 Hartford Ave,Paper & Allied Products,0-49,-71.47287666,41.81952268,2002,2002
240 Brownell Ln,Transportation Equipment,0-49,-71.264838,41.615686,1994,2002
Providence,Rubber & Miscellaneous Plastic Products,0-49,-71.52587793,41.97838639,2012,2012
42 Valley Road,"Printing, Publishing & Allied Industries",50-99,-71.29441709,41.52115969,1994,2010
347 Farnum 1 e,Industrial & Commercial Machinery,0-49,-71.54721312,41.9161493,2008,2008
147 Reservoir Ave,"Printing, Publishing & Allied Industries",0-49,-71.4139561,41.87988675,1979,1979
45 Wilbur Road Lincoln,"Printing, Publishing & Allied Industries",0-49,-71.46685849,41.9222099,1991,1994
1518 Pontiac Ave,Rubber & Miscellaneous Plastic Products,500+,-71.4594943,41.74173617,1991,2006
166 Laurel Hill Ave,Industrial & Commercial Machinery,NA,-71.45510257,41.81279279,1979,1988
345 North Main Street,Industrial & Commercial Machinery,NA,-71.51418018,42.00971925,1979,1981
67 Sunset St,Industrial & Commercial Machinery,NA,-71.46866676,41.85548109,1979,1988
3670 West Shore Rd,Chemicals & Allied Products,0-49,-71.45302445,41.69956735,1983,1983
700 Cranston Street,Furniture & Fixtures,0-49,-71.4374311,41.80523433,1959,1961
1024 Charles St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42451851,41.86646126,1998,1998
24 Stafford Ct,Fabricated Metal Products,NA,-71.44787046,41.74707044,1991,2010
52 Buck Hill Rd,Industrial & Commercial Machinery,0-49,-71.52958588,41.79672725,1988,2012
15 Broad Common Rd,Transportation Equipment,0-49,-71.270921,41.69506476,1986,2010
170 Bradford Street,Food & Kindred Products,0-49,-71.27251871,41.67291238,1994,1998
Industrial Drive Smithfield,Jewelry & Other Miscellaneous Manufacturing,NA,-71.54982102,41.91589038,1975,1991
